Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3
El Salvador,1991,64.858,9.3,3.80,2940.00,0.69,0.42,0.51,,0.53,0.53
El Salvador,1990,64.640,9.3,3.72,2840.00,0.69,0.41,0.51,,0.52,0.53
Egypt,2018,71.83,13.10,7.33,10743.81,0.80,0.64,0.71,0.70,0.71,0.70
Egypt,2017,71.656,13.1,7.20,10800.00,0.79,0.64,0.71,0.70,0.71,0.70
Egypt,2016,71.482,13.1,7.20,10850.00,0.79,0.64,0.71,0.69,0.71,0.69
Egypt,2015,71.302,13.1,7.10,11160.00,0.79,0.63,0.71,0.69,0.71,0.69
Egypt,2014,71.117,12.7,7.00,10690.00,0.79,0.62,0.71,,0.70,0.68
Egypt,2013,70.928,12.7,6.90,10710.00,0.78,0.62,0.71,0.68,0.70,0.68
Egypt,2012,70.736,12.4,6.80,10660.00,0.78,0.60,0.71,,0.69,0.68
Egypt,2011,70.543,12,6.70,9440.00,0.78,0.59,0.69,,0.68,0.67
Egypt,2010,70.349,12,6.50,9330.00,0.77,0.58,0.69,0.67,0.68,0.67
Egypt,2009,70.159,11.8,6.40,9140.00,0.77,0.57,0.68,,0.67,0.66
Egypt,2008,69.971,12,6.20,8890.00,0.77,0.57,0.68,,0.67,0.66
Egypt,2007,69.788,11.9,6.00,8290.00,0.77,0.56,0.67,,0.66,0.65
Egypt,2006,69.608,11.7,5.80,7640.00,0.76,0.55,0.65,,0.65,0.64
Egypt,2005,69.434,11.5,5.60,7010.00,0.76,0.54,0.64,,0.64,0.63
Egypt,2004,69.271,11.4,5.40,6690.00,0.76,0.53,0.63,,0.63,0.63
Egypt,2003,69.116,11.2,5.30,6370.00,0.76,0.52,0.63,,0.63,0.62
Egypt,2002,68.961,11.3,5.10,6190.00,0.75,0.52,0.62,,0.62,0.62
Egypt,2001,68.796,11.2,4.90,6050.00,0.75,0.51,0.62,,0.62,0.62
Egypt,2000,68.602,11.1,4.80,5820.00,0.75,0.50,0.61,,0.61,0.61
Egypt,1999,68.357,11,4.60,5460.00,0.74,0.49,0.60,,0.61,0.61
Egypt,1998,68.051,10.4,4.50,5200.00,0.74,0.47,0.60,,0.59,0.59
Egypt,1997,67.680,10.7,4.30,4950.00,0.73,0.48,0.59,,0.59,0.59
Egypt,1996,67.249,10.6,4.20,4710.00,0.73,0.47,0.58,,0.58,0.58
Egypt,1995,66.779,10.4,4.00,4490.00,0.72,0.46,0.57,,0.57,0.58
Egypt,1994,66.298,10.3,3.90,4280.00,0.71,0.45,0.57,,0.57,0.57
Egypt,1993,65.831,10.1,3.80,4120.00,0.71,0.44,0.56,,0.56,0.56
Egypt,1992,65.392,9.9,3.70,3990.00,0.70,0.43,0.56,,0.55,0.56
Egypt,1991,64.978,9.8,3.60,3820.00,0.69,0.43,0.55,,0.55,0.55
Egypt,1990,64.572,9.8,3.51,3620.00,0.69,0.42,0.54,,0.54,0.55
Ecuador,2018,76.80,14.92,8.99,10141.15,0.87,0.75,0.70,0.76,0.77,0.76
Ecuador,2017,76.584,14.7,8.70,11350.00,0.87,0.73,0.71,0.76,0.77,0.75
Ecuador,2016,76.365,14.6,8.70,10830.00,0.87,0.73,0.71,0.76,0.76,0.75
Ecuador,2015,76.143,14.3,8.40,10870.00,0.86,0.71,0.71,0.76,0.76,0.74
Ecuador,2014,75.923,14,8.50,11540.00,0.86,0.70,0.72,,0.76,0.74
Ecuador,2013,75.707,13.7,8.30,11000.00,0.86,0.69,0.71,0.75,0.75,0.73
Ecuador,2012,75.495,13.4,8.10,10160.00,0.85,0.67,0.70,,0.74,0.73
Ecuador,2011,75.289,13.3,8.00,9700.00,0.85,0.67,0.69,,0.73,0.72
Ecuador,2010,75.089,13.2,7.90,8950.00,0.85,0.66,0.68,0.72,0.72,0.72
Ecuador,2009,74.895,13.1,7.90,8640.00,0.84,0.66,0.67,,0.72,0.71
Ecuador,2008,74.705,13.1,7.90,8640.00,0.84,0.66,0.67,,0.72,0.71
Ecuador,2007,74.514,13,7.30,7970.00,0.84,0.64,0.66,,0.71,0.70
Ecuador,2006,74.319,12.9,7.30,7720.00,0.84,0.63,0.66,,0.70,0.70
Ecuador,2005,74.112,12.8,7.30,7270.00,0.83,0.63,0.65,,0.70,0.69
Ecuador,2004,73.887,12.8,7.20,6760.00,0.83,0.63,0.64,,0.69,0.69
Ecuador,2003,73.641,12.7,7.10,6210.00,0.83,0.62,0.62,,0.68,0.68
Ecuador,2002,73.371,12.6,7.10,6050.00,0.82,0.62,0.62,,0.68,0.68
Ecuador,2001,73.078,12.5,7.00,5790.00,0.82,0.61,0.61,,0.67,0.68
Ecuador,2000,72.761,12.4,7.00,5450.00,0.81,0.61,0.60,,0.67,0.67
Ecuador,1999,72.425,12.4,6.90,5370.00,0.81,0.61,0.60,,0.66,0.67
Ecuador,1998,72.075,12.3,6.90,5820.00,0.80,0.60,0.61,,0.67,0.67
Ecuador,1997,71.716,12.2,6.90,5720.00,0.80,0.60,0.61,,0.66,0.67
Ecuador,1996,71.348,12.1,6.90,5480.00,0.79,0.60,0.60,,0.66,0.66
Ecuador,1995,70.972,12,6.90,5420.00,0.78,0.59,0.60,,0.65,0.66
Ecuador,1994,70.587,12,6.90,5290.00,0.78,0.59,0.60,,0.65,0.66
Ecuador,1993,70.189,11.9,6.80,5060.00,0.77,0.59,0.59,,0.64,0.65
Ecuador,1992,69.777,11.8,6.70,4920.00,0.77,0.58,0.59,,0.64,0.65
Ecuador,1991,69.347,11.7,6.70,4750.00,0.76,0.58,0.58,,0.63,0.65
Ecuador,1990,68.899,11.9,6.44,4450.00,0.75,0.58,0.57,,0.63,0.64
Dominican Republic,2018,73.89,14.14,7.94,15074.26,0.83,0.69,0.76,0.74,0.76,0.74
Dominican Republic,2017,73.689,13.7,7.80,15940.00,0.83,0.67,0.77,0.74,0.75,0.74
Dominican Republic,2016,73.471,13.7,7.80,15420.00,0.82,0.67,0.76,0.74,0.75,0.73
Dominican Republic,2015,73.241,13.8,7.80,14130.00,0.82,0.68,0.75,0.73,0.75,0.73
Dominican Republic,2014,73.003,13.2,7.80,12820.00,0.82,0.66,0.73,,0.73,0.72
Dominican Republic,2013,72.763,13.2,7.60,11890.00,0.81,0.65,0.72,0.71,0.73,0.71
Dominican Republic,2012,72.523,13.2,7.50,11430.00,0.81,0.65,0.72,,0.72,0.71
Dominican Republic,2011,72.284,13.1,7.40,11410.00,0.80,0.64,0.72,,0.72,0.71
Dominican Republic,2010,72.046,13,7.30,11000.00,0.80,0.64,0.71,0.70,0.71,0.70
Dominican Republic,2009,71.806,12.9,7.20,10160.00,0.80,0.63,0.70,,0.71,0.70
Dominican Republic,2008,71.559,12.9,7.20,10110.00,0.79,0.63,0.70,,0.70,0.70
Dominican Republic,2007,71.304,12.8,7.20,9600.00,0.79,0.63,0.69,,0.70,0.69
Dominican Republic,2006,71.041,12.7,7.10,8670.00,0.79,0.62,0.67,,0.69,0.68
Dominican Republic,2005,70.771,12.6,7.00,7770.00,0.78,0.61,0.66,,0.68,0.68
Dominican Republic,2004,70.499,12.6,6.90,6780.00,0.78,0.61,0.64,,0.67,0.67
Dominican Republic,2003,70.227,12.5,6.80,6640.00,0.77,0.61,0.63,,0.67,0.67
Dominican Republic,2002,69.957,12.4,6.70,6860.00,0.77,0.60,0.64,,0.67,0.66
Dominican Republic,2001,69.690,12.3,6.50,6560.00,0.76,0.59,0.63,,0.66,0.66
Dominican Republic,2000,69.429,12.3,6.40,6350.00,0.76,0.59,0.63,,0.65,0.66
Dominican Republic,1999,69.175,12.2,6.30,6020.00,0.76,0.58,0.62,,0.65,0.65
Dominican Republic,1998,68.925,12.1,6.20,5710.00,0.75,0.58,0.61,,0.64,0.65
Dominican Republic,1997,68.677,12,6.10,5380.00,0.75,0.57,0.60,,0.64,0.64
Dominican Republic,1996,68.425,12,6.00,4940.00,0.75,0.57,0.59,,0.63,0.64
Dominican Republic,1995,68.164,11.9,5.80,4620.00,0.74,0.56,0.58,,0.62,0.63
Dominican Republic,1994,67.887,11.8,5.70,4360.00,0.74,0.55,0.57,,0.61,0.62
Dominican Republic,1993,67.591,11.7,5.50,4210.00,0.73,0.54,0.56,,0.61,0.62
Dominican Republic,1992,67.272,11.7,5.30,3960.00,0.73,0.54,0.56,,0.60,0.61
Dominican Republic,1991,66.932,11.6,5.10,3550.00,0.72,0.53,0.54,,0.59,0.60
Dominican Republic,1990,66.574,11.5,5.14,2680.00,0.72,0.53,0.50,,0.57,0.60
Dominica,2018,78.12,12.97,7.80,9245.16,0.89,0.65,0.68,0.72,0.73,0.72
Dominica,2005,74.853,12.4,7.80,7090.00,0.84,0.63,0.64,,0.70,0.71
Dominica,2006,74.83,12.5,7.80,7970.00,0.84,0.63,0.66,,0.71,0.71
Dominica,2004,74.82,12.4,7.80,6770.00,0.84,0.63,0.64,,0.70,0.70
Dominica,2003,74.749,12.3,7.80,6510.00,0.84,0.63,0.63,,0.69,0.70
Dominica,2007,74.746,12.6,7.80,8630.00,0.84,0.64,0.67,,0.71,0.72
Dominica,2002,74.655,12.2,7.80,5990.00,0.84,0.62,0.62,,0.69,0.70
Dominica,2008,74.612,12.7,7.80,9480.00,0.84,0.64,0.69,,0.72,0.72
Dominica,2017,74.597,12.7,7.80,12200.00,0.84,0.64,0.73,0.72,0.73,0.72
Dominica,2001,74.547,12.2,7.80,6160.00,0.84,0.62,0.62,,0.69,0.70
Dominica,2009,74.441,12.7,7.80,9560.00,0.84,0.64,0.69,,0.72,0.72
Dominica,2000,74.425,12.1,7.80,5740.00,0.84,0.62,0.61,,0.68,0.69
Dominica,2016,74.384,12.8,7.80,10760.00,0.84,0.64,0.71,0.73,0.72,0.72
Dominica,1999,74.291,12,,5870.00,0.84,0.90,0.62,,0.77,
Dominica,2010,74.262,12.7,7.80,9820.00,0.83,0.64,0.69,0.73,0.72,0.72
Dominica,2015,74.194,12.8,7.90,10370.00,0.83,0.65,0.70,0.73,0.72,0.72
Dominica,1998,74.147,12,,5920.00,0.83,0.90,0.62,,0.77,
Dominica,2011,74.111,12.7,7.80,9980.00,0.83,0.64,0.70,,0.72,0.72
Dominica,1990,74.104,11.4,,4290.00,0.83,0.88,0.57,,0.75,
Dominica,2014,74.059,12.7,7.90,10150.00,0.83,0.64,0.70,,0.72,0.72
Dominica,2012,74.017,12.7,7.90,9570.00,0.83,0.64,0.69,,0.72,0.72
Dominica,2013,73.998,12.7,7.90,9930.00,0.83,0.64,0.69,0.73,0.72,0.72
Dominica,1997,73.998,11.9,,5550.00,0.83,0.90,0.61,,0.77,
Dominica,1991,73.965,11.5,,4450.00,0.83,0.88,0.57,,0.75,
Dominica,1996,73.857,11.8,,5270.00,0.83,0.89,0.60,,0.76,
Dominica,1992,73.828,11.5,,4650.00,0.83,0.88,0.58,,0.75,
Dominica,1995,73.749,11.8,,5090.00,0.83,0.89,0.59,,0.76,
Dominica,1993,73.735,11.6,,4870.00,0.83,0.89,0.59,,0.75,
Dominica,1994,73.706,11.7,,4880.00,0.83,0.89,0.59,,0.76,
Djibouti,2018,66.58,6.48,4.00,3600.71,0.72,0.33,0.54,0.50,0.50,0.50
Djibouti,2017,65.893,6.2,4.10,5130.00,0.71,0.32,0.59,0.49,0.51,0.48
Djibouti,2016,65.064,6.2,4.10,4980.00,0.69,0.32,0.59,0.49,0.51,0.47
Djibouti,2015,64.136,6.2,4.10,4880.00,0.68,0.32,0.59,0.48,0.50,0.47
Djibouti,2014,63.171,6.2,4.10,4500.00,0.66,0.32,0.58,,0.50,0.47
Djibouti,2013,62.239,6.2,4.00,4210.00,0.65,0.32,0.56,0.47,0.49,0.46
Djibouti,2012,61.395,6.1,4.00,,0.64,0.31,,,,0.46
Djibouti,2011,60.667,6,4.00,,0.63,0.31,,,,0.45
Djibouti,2010,60.062,5.9,4.00,,0.62,0.31,,0.45,,0.45
Djibouti,2009,59.561,5.5,3.90,,0.61,0.29,,,,0.44
Djibouti,2008,59.124,5.3,3.90,,0.60,0.29,,,,0.44
Djibouti,2007,58.719,5,3.90,,0.60,0.28,,,,0.43
Djibouti,2006,58.34,4.5,3.80,,0.59,0.26,,,,0.42
Djibouti,2005,57.991,4.3,3.70,,0.58,0.25,,,,0.41
Djibouti,2004,57.682,4,3.60,,0.58,0.23,,,,0.40
Djibouti,2003,57.427,3.7,3.50,,0.58,0.22,,,,0.39
Djibouti,2002,57.235,3.5,3.40,,0.57,0.21,,,,0.38
Djibouti,2001,57.100,3.3,3.30,,0.57,0.20,,,,0.37
Djibouti,1995,57.065,2.8,2.80,,0.57,0.17,,,,0.36
Djibouti,1994,57.056,2.7,,,0.57,0.59,,,,
Djibouti,1996,57.050,2.8,2.80,,0.57,0.17,,,,0.35
Djibouti,1997,57.022,2.9,2.90,,0.57,0.18,,,,0.36
Djibouti,2000,57.022,2.9,3.20,,0.57,0.19,,,,0.36
Djibouti,1993,57.017,2.6,,,0.57,0.59,,,,
Djibouti,1998,56.998,2.9,3.00,,0.57,0.18,,,,0.36
Djibouti,1999,56.992,2.9,3.10,,0.57,0.18,,,,0.36
Djibouti,1992,56.943,2.8,,,0.57,0.59,,,,
Djibouti,1991,56.831,2.7,,,0.57,0.59,,,,
Djibouti,1990,56.678,2.7,,,0.56,0.59,,,,
Denmark,2018,80.78,19.07,12.59,48836.09,0.94,0.99,0.94,0.93,0.95,0.93
Denmark,2017,80.681,19.1,12.60,56360.00,0.93,0.99,0.96,0.93,0.96,0.93
Denmark,2016,80.583,19.1,12.60,53110.00,0.93,0.99,0.95,0.93,0.96,0.93
Denmark,2015,80.475,19.2,12.50,50560.00,0.93,0.99,0.94,0.93,0.95,0.93
Denmark,2014,80.342,19.1,12.80,49640.00,0.93,0.99,0.94,,0.95,0.93
Denmark,2013,80.171,19.1,13.20,48210.00,0.93,1.00,0.93,0.93,0.95,0.93
Denmark,2012,79.958,18.7,12.80,45820.00,0.92,0.98,0.93,,0.94,0.92
Denmark,2011,79.704,18.4,12.70,45340.00,0.92,0.97,0.92,,0.94,0.92
Denmark,2010,79.416,16.9,12.70,43740.00,0.91,0.92,0.92,0.91,0.92,0.91
Denmark,2009,79.107,16.8,12.70,40770.00,0.91,0.91,0.91,,0.91,0.91
Denmark,2008,78.793,16.8,12.90,41740.00,0.90,0.92,0.91,,0.91,0.91
Denmark,2007,78.49,16.8,12.50,39160.00,0.90,0.91,0.90,,0.90,0.90
Denmark,2006,78.204,16.7,12.80,37740.00,0.90,0.91,0.90,,0.90,0.91
Denmark,2005,77.936,16.9,12.80,34430.00,0.89,0.92,0.88,,0.90,0.90
Denmark,2004,77.684,16.6,12.80,32950.00,0.89,0.91,0.88,,0.89,0.90
Denmark,2003,77.439,16.5,12.80,30510.00,0.88,0.91,0.86,,0.88,0.89
Denmark,2002,77.195,16.3,12.10,30260.00,0.88,0.88,0.86,,0.87,0.88
Denmark,2001,76.953,16.6,11.40,29020.00,0.88,0.87,0.86,,0.87,0.88
Denmark,2000,76.712,16.2,10.70,28020.00,0.87,0.84,0.85,,0.85,0.86
Denmark,1999,76.475,16.5,10.60,26370.00,0.87,0.84,0.84,,0.85,0.86
Denmark,1998,76.245,15.7,10.40,25450.00,0.87,0.81,0.84,,0.84,0.85
Denmark,1997,76.026,15.6,10.20,24470.00,0.86,0.80,0.83,,0.83,0.84
Denmark,1996,75.820,15.4,10.10,23230.00,0.86,0.79,0.82,,0.82,0.84
Denmark,1995,75.629,15.1,9.90,22250.00,0.86,0.78,0.82,,0.82,0.83
Denmark,1994,75.457,14.9,9.70,21170.00,0.85,0.77,0.81,,0.81,0.82
Denmark,1993,75.303,14.6,9.50,19690.00,0.85,0.75,0.80,,0.80,0.82
Denmark,1992,75.166,14.3,9.30,19170.00,0.85,0.74,0.79,,0.79,0.81
Denmark,1991,75.045,14.2,9.20,18360.00,0.85,0.73,0.79,,0.79,0.80
Denmark,1990,74.941,14.1,8.96,17590.00,0.85,0.72,0.78,,0.78,0.80
Czech Republic,2018,79.22,16.83,12.74,31597.07,0.91,0.91,0.87,0.89,0.90,0.89
Czech Republic,2017,79.058,16.9,12.70,36120.00,0.91,0.92,0.89,0.89,0.90,0.89
Czech Republic,2016,78.881,16.9,12.70,33550.00,0.91,0.92,0.88,0.88,0.90,0.89
Czech Republic,2015,78.692,16.9,12.70,31420.00,0.90,0.92,0.87,0.88,0.90,0.88
Czech Republic,2014,78.492,16.7,12.80,30090.00,0.90,0.91,0.86,,0.89,0.88
Czech Republic,2013,78.283,16.6,12.60,28670.00,0.90,0.90,0.85,0.87,0.88,0.87
Czech Republic,2012,78.067,16.1,12.40,27250.00,0.89,0.88,0.85,,0.87,0.87
Czech Republic,2011,77.843,16.1,12.50,26620.00,0.89,0.88,0.84,,0.87,0.87
Czech Republic,2010,77.61,16,12.40,25640.00,0.89,0.88,0.84,0.86,0.87,0.86
Czech Republic,2009,77.365,15.8,12.30,25670.00,0.88,0.87,0.84,,0.86,0.86
Czech Republic,2008,77.107,15.5,12.20,26040.00,0.88,0.86,0.84,,0.86,0.85
Czech Republic,2007,76.837,15.3,12.20,24450.00,0.87,0.85,0.83,,0.85,0.85
Czech Republic,2006,76.557,15,12.10,22330.00,0.87,0.84,0.82,,0.84,0.84
Czech Republic,2005,76.272,14.8,11.90,20970.00,0.87,0.82,0.81,,0.83,0.84
Czech Republic,2004,75.987,14.6,11.60,19840.00,0.86,0.81,0.80,,0.82,0.83
Czech Republic,2003,75.707,14.9,11.40,18780.00,0.86,0.81,0.79,,0.82,0.82
Czech Republic,2002,75.434,14.6,11.10,17560.00,0.85,0.80,0.78,,0.81,0.81
Czech Republic,2001,75.167,14.3,10.90,17080.00,0.85,0.78,0.78,,0.80,0.81
Czech Republic,2000,74.899,13.9,10.60,15900.00,0.84,0.76,0.77,,0.79,0.80
Czech Republic,1999,74.619,13.4,10.40,15060.00,0.84,0.74,0.76,,0.78,0.79
Czech Republic,1998,74.323,12.9,10.10,14710.00,0.84,0.71,0.75,,0.77,0.78
Czech Republic,1997,74.007,13.3,9.90,14540.00,0.83,0.72,0.75,,0.77,0.77
Czech Republic,1996,73.676,13.1,9.60,14380.00,0.83,0.70,0.75,,0.76,0.77
Czech Republic,1995,73.336,12.4,9.40,13650.00,0.82,0.67,0.74,,0.74,0.75
Czech Republic,1994,73.001,12.2,9.10,12690.00,0.82,0.66,0.73,,0.73,0.74
Czech Republic,1993,72.681,11.9,8.90,12070.00,0.81,0.64,0.72,,0.72,0.74
Czech Republic,1992,72.386,11.7,8.60,11720.00,0.81,0.63,0.72,,0.71,0.73
Czech Republic,1991,72.122,11.8,8.40,,0.80,0.63,,,,0.73
Czech Republic,1990,71.890,11.9,10.88,,0.80,0.70,,,,0.73
Cyprus,2018,80.83,14.67,12.10,33100.32,0.94,0.83,0.88,0.87,0.88,0.87
Cyprus,2017,80.672,14.6,12.10,35750.00,0.93,0.82,0.89,0.87,0.88,0.87
Cyprus,2016,80.513,14.6,12.10,33000.00,0.93,0.82,0.88,0.87,0.88,0.87
Cyprus,2015,80.35,14.3,11.90,31510.00,0.93,0.81,0.87,0.86,0.87,0.86
Cyprus,2014,80.178,14.3,11.90,29240.00,0.93,0.81,0.86,,0.86,0.86
Cyprus,2013,79.999,14,12.00,30020.00,0.92,0.80,0.86,0.85,0.86,0.85
Cyprus,2012,79.812,13.8,11.80,31610.00,0.92,0.79,0.87,,0.86,0.85
Cyprus,2011,79.621,13.8,11.60,34190.00,0.92,0.78,0.88,,0.86,0.85
Cyprus,2010,79.43,13.8,11.50,32940.00,0.91,0.78,0.88,0.85,0.85,0.85
Cyprus,2009,79.245,14.6,11.30,33800.00,0.91,0.80,0.88,,0.86,0.86
Cyprus,2008,79.071,14.1,11.30,34260.00,0.91,0.78,0.88,,0.86,0.85
Cyprus,2007,78.91,13.7,11.20,30750.00,0.91,0.77,0.87,,0.84,0.85
Cyprus,2006,78.764,13.5,10.90,28320.00,0.90,0.75,0.85,,0.83,0.84
Cyprus,2005,78.63,13.4,10.70,26320.00,0.90,0.74,0.84,,0.83,0.83
Cyprus,2004,78.506,13.5,10.50,24460.00,0.90,0.74,0.83,,0.82,0.83
Cyprus,2003,78.385,13.4,10.40,23260.00,0.90,0.74,0.82,,0.82,0.82
Cyprus,2002,78.264,13,10.20,22340.00,0.90,0.72,0.82,,0.81,0.82
Cyprus,2001,78.139,12.5,10.10,21240.00,0.89,0.70,0.81,,0.80,0.81
Cyprus,2000,78.009,12.4,10.00,19460.00,0.89,0.69,0.80,,0.79,0.80
Cyprus,1999,77.875,12.5,9.80,18530.00,0.89,0.69,0.79,,0.79,0.80
Cyprus,1998,77.738,12.6,9.70,19320.00,0.89,0.69,0.80,,0.79,0.80
Cyprus,1997,77.598,12.6,9.50,16800.00,0.89,0.68,0.77,,0.78,0.79
Cyprus,1996,77.456,12.6,9.40,16460.00,0.88,0.68,0.77,,0.77,0.79
Cyprus,1995,77.312,12.5,9.20,16210.00,0.88,0.67,0.77,,0.77,0.79
Cyprus,1994,77.166,12.4,9.10,15600.00,0.88,0.67,0.76,,0.76,0.78
Cyprus,1993,77.017,12.4,9.00,14740.00,0.88,0.66,0.75,,0.76,0.78
Cyprus,1992,76.866,9.3,8.90,14640.00,0.87,0.56,0.75,,0.72,0.74
Cyprus,1991,76.712,9.3,8.80,13450.00,0.87,0.55,0.74,,0.71,0.74
Cyprus,1990,76.554,9.2,8.70,13250.00,0.87,0.55,0.74,,0.71,0.73
Cuba,2018,78.73,14.37,11.75,7811.36,0.90,0.81,0.66,0.78,0.78,0.78
Cuba,2017,78.662,14,11.80,,0.90,0.79,,0.78,,0.78
Cuba,2016,78.607,14,11.60,,0.90,0.79,,0.77,,0.77
Cuba,2015,78.561,14,11.40,,0.90,0.78,,0.77,,0.77
Cuba,2014,78.521,14.2,11.20,,0.90,0.78,,,,0.77
Cuba,2013,78.485,14.1,11.00,,0.90,0.78,,0.76,,0.77
Cuba,2012,78.446,14.8,10.80,,0.90,0.79,,,,0.77
Cuba,2011,78.4,15.7,11.30,,0.90,0.84,,,,0.78
Cuba,2010,78.338,16.4,11.00,,0.90,0.85,,0.78,,0.78
Cuba,2009,78.256,17.3,10.80,,0.90,0.88,,,,0.78
Cuba,2008,78.15,17.5,10.60,,0.89,0.88,,,,0.78
Cuba,2007,78.019,16.9,10.40,,0.89,0.85,,,,0.77
Cuba,2006,77.864,15.9,10.10,,0.89,0.81,,,,0.75
Cuba,2005,77.688,14.6,9.90,,0.89,0.76,,,,0.73
Cuba,2004,77.499,14.2,9.80,,0.88,0.75,,,,0.72
Cuba,2003,77.303,13.2,9.80,,0.88,0.71,,,,0.70
Cuba,2002,77.105,12.8,9.50,,0.88,0.69,,,,0.69
Cuba,2001,76.905,12.5,9.70,,0.88,0.69,,,,0.69
Cuba,2000,76.699,12.3,9.60,,0.87,0.68,,,,0.69
Cuba,1999,76.475,12.1,9.60,,0.87,0.67,,,,0.68
Cuba,1998,76.230,11.9,9.50,,0.87,0.66,,,,0.67
Cuba,1997,75.964,11.8,9.40,,0.86,0.65,,,,0.67
Cuba,1996,75.686,11.8,9.30,,0.86,0.65,,,,0.67
Cuba,1995,75.412,11.3,9.20,,0.85,0.63,,,,0.65
Cuba,1994,75.164,11.4,9.10,,0.85,0.63,,,,0.65
Cuba,1993,74.957,12.1,8.90,,0.85,0.65,,,,0.66
Cuba,1992,74.801,12.1,8.80,,0.84,0.65,,,,0.66
Cuba,1991,74.696,12.2,8.60,,0.84,0.65,,,,0.67
Cuba,1990,74.638,12.3,7.74,,0.84,0.63,,,,0.68
Croatia,2018,78.34,14.96,11.41,23060.96,0.90,0.82,0.82,0.84,0.84,0.84
Croatia,2017,78.197,15,11.30,26310.00,0.90,0.81,0.84,0.84,0.85,0.83
Croatia,2016,78.049,15,11.30,24130.00,0.89,0.81,0.83,0.83,0.84,0.83
Croatia,2015,77.892,15.1,11.20,22870.00,0.89,0.81,0.82,0.83,0.84,0.83
Croatia,2014,77.717,15.2,11.10,21620.00,0.89,0.82,0.81,,0.84,0.82
Croatia,2013,77.521,15.1,11.00,21280.00,0.88,0.81,0.81,0.83,0.83,0.82
Croatia,2012,77.301,14.8,11.00,20390.00,0.88,0.80,0.80,,0.83,0.82
Croatia,2011,77.059,14.5,11.00,20080.00,0.88,0.79,0.80,,0.82,0.82
Croatia,2010,76.797,14.4,10.80,19110.00,0.87,0.78,0.79,0.81,0.81,0.81
Croatia,2009,76.52,14.2,10.60,19290.00,0.87,0.77,0.79,,0.81,0.80
Croatia,2008,76.236,14.2,10.30,20160.00,0.87,0.76,0.80,,0.81,0.80
Croatia,2007,75.956,14.3,10.10,18920.00,0.86,0.76,0.79,,0.80,0.80
Croatia,2006,75.688,14.3,9.90,16990.00,0.86,0.75,0.78,,0.79,0.79
Croatia,2005,75.447,14,9.70,14950.00,0.85,0.74,0.76,,0.78,0.78
Croatia,2004,75.247,13.6,9.70,14290.00,0.85,0.72,0.75,,0.77,0.78
Croatia,2003,75.091,13.3,9.80,13110.00,0.85,0.72,0.74,,0.76,0.77
Croatia,2002,74.972,12.9,9.80,12430.00,0.85,0.70,0.73,,0.76,0.77
Croatia,2001,74.881,12.6,9.80,11370.00,0.84,0.69,0.72,,0.75,0.76
Croatia,2000,74.794,12.3,9.40,10410.00,0.84,0.67,0.70,,0.73,0.75
Croatia,1999,74.683,12.2,9.00,,0.84,0.66,,,,0.74
Croatia,1998,74.526,11.9,8.60,,0.84,0.64,,,,0.73
Croatia,1997,74.312,11.5,8.20,,0.84,0.61,,,,0.72
Croatia,1996,74.041,11.4,7.80,,0.83,0.60,,,,0.71
Croatia,1995,73.727,11.3,7.30,,0.83,0.58,,,,0.70
Croatia,1994,73.395,11.4,7.10,,0.82,0.58,,,,0.68
Croatia,1993,73.074,10.9,6.80,,0.82,0.55,,,,0.67
Croatia,1992,72.784,10.8,6.50,,0.81,0.54,,,,0.66
Croatia,1991,72.533,10.8,6.30,,0.81,0.54,,,,0.67
Croatia,1990,72.315,10.7,8.68,,0.80,0.60,,,,0.67
Cote d'Ivoire,2018,57.42,9.63,5.19,3589.41,0.58,0.47,0.54,0.52,0.53,0.52
Cote d'Ivoire,2017,57.017,9,5.20,3430.00,0.57,0.44,0.53,0.51,0.51,0.49
Cote d'Ivoire,2016,56.567,9,5.10,3380.00,0.56,0.44,0.53,0.51,0.51,0.49
Cote d'Ivoire,2015,56.065,8.8,5.00,3260.00,0.55,0.43,0.53,0.49,0.50,0.48
Cote d'Ivoire,2014,55.508,8.8,4.40,3050.00,0.55,0.42,0.52,,0.49,0.47
Cote d'Ivoire,2013,54.906,8.8,4.70,2700.00,0.54,0.42,0.50,0.48,0.48,0.46
Cote d'Ivoire,2012,54.271,8.7,4.50,2540.00,0.53,0.42,0.49,,0.47,0.45
Cote d'Ivoire,2011,53.62,8.6,4.40,2310.00,0.52,0.41,0.47,,0.46,0.45
Cote d'Ivoire,1990,53.254,5.9,2.04,1750.00,0.51,0.25,0.43,,0.38,0.39
Cote d'Ivoire,1991,53.062,6,2.10,1780.00,0.51,0.26,0.43,,0.39,0.39
Cote d'Ivoire,2010,52.964,8.5,4.20,2430.00,0.51,0.40,0.48,0.45,0.46,0.44
Cote d'Ivoire,1992,52.779,6.1,2.20,1770.00,0.50,0.26,0.43,,0.39,0.39
Cote d'Ivoire,1993,52.423,6.2,2.30,1740.00,0.50,0.27,0.43,,0.39,0.39
Cote d'Ivoire,2009,52.313,8.3,4.10,2410.00,0.50,0.39,0.48,,0.45,0.44
Cote d'Ivoire,1994,52.013,6.2,2.40,1800.00,0.49,0.27,0.44,,0.39,0.39
